GeneID_mouse	GeneSymbol_mouse	GeneID_human	GeneSymbol_human
ENSMUSG00000025393	Atp5b	ENSG00000110955	ATP5F1B
ENSMUSG00000036779	Tent4b	ENSG00000121274	TENT4B
ENSMUSG00000058325	Dock1	ENSG00000150760	DOCK1
ENSMUSG00000059554	Ccdc28a	ENSG00000024862	CCDC28A
ENSMUSG00000047613	A430005L14Rik	ENSG00000198912	C1orf174
ENSMUSG00000037243	Zfp692	ENSG00000171163	ZNF692
ENSMUSG00000019762	Iyd	ENSG00000009765	IYD
ENSMUSG00000025902	Sox17	ENSG00000164736	SOX17
ENSMUSG00000032500	Dclk3	ENSG00000163673	DCLK3
ENSMUSG00000029598	Plbd2	ENSG00000151176	PLBD2
ENSMUSG00000025384	Faap100	ENSG00000185504	FAAP100
ENSMUSG00000079478	Znrd2	ENSG00000173465	ZNRD2
ENSMUSG00000025911	Adhfe1	ENSG00000285655	
ENSMUSG00000025911	Adhfe1	ENSG00000147576	ADHFE1
ENSMUSG00000025911	Adhfe1	ENSG00000285791	
ENSMUSG00000026827	Gpd2	ENSG00000115159	GPD2
ENSMUSG00000026715	Serpinc1	ENSG00000117601	SERPINC1
ENSMUSG00000029474	Rnf34	ENSG00000170633	RNF34
ENSMUSG00000057531	Dtnbp1	ENSG00000047579	DTNBP1
ENSMUSG00000022247	Brix1	ENSG00000113460	BRIX1
ENSMUSG00000020225	Tmbim4	ENSG00000155957	TMBIM4
ENSMUSG00000020225	Tmbim4	ENSG00000228144	
ENSMUSG00000041303	Gtf3c3	ENSG00000119041	GTF3C3
ENSMUSG00000096852	Cyp2d12	ENSG00000205702	CYP2D7
ENSMUSG00000022698	Naa50	ENSG00000121579	NAA50
ENSMUSG00000038119	Cdon	ENSG00000064309	CDON
ENSMUSG00000079144	A130010J15Rik	ENSG00000162757	C1orf74
ENSMUSG00000006390	Elovl1	ENSG00000066322	ELOVL1
ENSMUSG00000025127	Gcgr	ENSG00000215644	GCGR
ENSMUSG00000074283	Zfp109	ENSG00000159915	ZNF233
ENSMUSG00000041992	Rapgef5	ENSG00000136237	RAPGEF5
ENSMUSG00000031684	Slc10a7	ENSG00000120519	SLC10A7
ENSMUSG00000032092	Mpzl2	ENSG00000149573	MPZL2
ENSMUSG00000025077	Dclre1a	ENSG00000198924	DCLRE1A
ENSMUSG00000031843	Mphosph6	ENSG00000135698	MPHOSPH6
ENSMUSG00000020400	Tnip1	ENSG00000145901	TNIP1
ENSMUSG00000025812	Pard3	ENSG00000148498	PARD3
ENSMUSG00000024030	Abcg1	ENSG00000160179	ABCG1
ENSMUSG00000033022	Cdo1	ENSG00000129596	CDO1
ENSMUSG00000026377	Nifk	ENSG00000155438	NIFK
ENSMUSG00000022848	Slc49a4	ENSG00000138463	SLC49A4
ENSMUSG00000020718	Polg2	ENSG00000256525	POLG2
ENSMUSG00000031835	Mbtps1	ENSG00000140943	MBTPS1
ENSMUSG00000039264	Gimap3	ENSG00000196329	GIMAP5
ENSMUSG00000039264	Gimap3	ENSG00000281887	GIMAP1-GIMAP5
ENSMUSG00000002679	Med6	ENSG00000133997	MED6
ENSMUSG00000028102	Pex11b	ENSG00000131779	PEX11B
ENSMUSG00000024228	Nudt12	ENSG00000112874	NUDT12
ENSMUSG00000014349	Ube2z	ENSG00000159202	UBE2Z
ENSMUSG00000006333	Rps9	ENSG00000170889	RPS9
ENSMUSG00000042502	Cd2bp2	ENSG00000169217	CD2BP2
ENSMUSG00000032580	Rbm5	ENSG00000003756	RBM5
ENSMUSG00000062181	Ces3b	ENSG00000172828	CES3
ENSMUSG00000114133	Gm20075	ENSG00000134717	BTF3L4
ENSMUSG00000030689	Ino80e	ENSG00000169592	INO80E
ENSMUSG00000022533	Atp13a3	ENSG00000133657	ATP13A3
ENSMUSG00000068877	Selenbp2	ENSG00000143416	SELENBP1
ENSMUSG00000022407	Adsl	ENSG00000239900	ADSL
ENSMUSG00000052302	Tbc1d30	ENSG00000111490	TBC1D30
ENSMUSG00000038740	Mvb12b	ENSG00000196814	MVB12B
ENSMUSG00000020863	Luc7l3	ENSG00000108848	LUC7L3
ENSMUSG00000043418	Lrit2	ENSG00000204033	LRIT2
ENSMUSG00000029528	Pxn	ENSG00000089159	PXN
ENSMUSG00000020612	Prkar1a	ENSG00000108946	PRKAR1A
ENSMUSG00000032782	Cntrob	ENSG00000170037	CNTROB
ENSMUSG00000031431	Tsc22d3	ENSG00000157514	TSC22D3
ENSMUSG00000048039	Isg20l2	ENSG00000143319	ISG20L2
ENSMUSG00000042700	Sipa1l1	ENSG00000197555	SIPA1L1
ENSMUSG00000025405	Inhbc	ENSG00000175189	INHBC
ENSMUSG00000034189	Hsdl1	ENSG00000103160	HSDL1
ENSMUSG00000025323	Sp4	ENSG00000105866	SP4
ENSMUSG00000030213	Atf7ip	ENSG00000171681	ATF7IP
ENSMUSG00000041777	Cir1	ENSG00000138433	CIR1
ENSMUSG00000030942	Thumpd1	ENSG00000066654	THUMPD1
ENSMUSG00000000934	Top1mt	ENSG00000184428	TOP1MT
ENSMUSG00000041378	Cldn5	ENSG00000184113	CLDN5
ENSMUSG00000020534	Shmt1	ENSG00000176974	SHMT1
ENSMUSG00000063800	Prpf38a	ENSG00000134748	PRPF38A
ENSMUSG00000036273	Lrrk2	ENSG00000188906	LRRK2
ENSMUSG00000068798	Rap1a	ENSG00000116473	RAP1A
ENSMUSG00000028683	Eif2b3	ENSG00000070785	EIF2B3
ENSMUSG00000022841	Ap2m1	ENSG00000161203	AP2M1
ENSMUSG00000048371	Pdp2	ENSG00000172840	PDP2
ENSMUSG00000019850	Tnfaip3	ENSG00000118503	TNFAIP3
ENSMUSG00000030247	Kcnj8	ENSG00000121361	KCNJ8
ENSMUSG00000036432	Siah2	ENSG00000181788	SIAH2
ENSMUSG00000028962	Slc4a2	ENSG00000164889	SLC4A2
ENSMUSG00000049091	Sephs2	ENSG00000179918	SEPHS2
ENSMUSG00000026944	Abca2	ENSG00000107331	ABCA2
ENSMUSG00000107877	Gm43951	ENSG00000198920	KIAA0753
ENSMUSG00000040720	Virma	ENSG00000164944	VIRMA
ENSMUSG00000015659	Serac1	ENSG00000122335	SERAC1
ENSMUSG00000046909	Tefm	ENSG00000172171	TEFM
ENSMUSG00000017801	Mlx	ENSG00000108788	MLX
ENSMUSG00000025287	Acot9	ENSG00000123130	ACOT9
ENSMUSG00000025153	Fasn	ENSG00000169710	FASN
ENSMUSG00000029521	Chek2	ENSG00000183765	CHEK2
ENSMUSG00000035759	Bbs10	ENSG00000179941	BBS10
ENSMUSG00000033147	Slc22a15	ENSG00000163393	SLC22A15
ENSMUSG00000022445	Cyp2d26	ENSG00000205702	CYP2D7
ENSMUSG00000070604	Vsig10l	ENSG00000186806	VSIG10L
ENSMUSG00000053769	Lysmd1	ENSG00000163155	LYSMD1
ENSMUSG00000054770	Kctd18	ENSG00000155729	KCTD18
ENSMUSG00000036820	Amdhd2	ENSG00000162066	AMDHD2
ENSMUSG00000036820	Amdhd2	ENSG00000259784	
ENSMUSG00000008958	Vps72	ENSG00000163159	VPS72
ENSMUSG00000026880	Stom	ENSG00000148175	STOM
ENSMUSG00000039163	Cmc1	ENSG00000187118	CMC1
ENSMUSG00000039043	Arpin	ENSG00000250021	ARPIN-AP3S2
ENSMUSG00000039043	Arpin	ENSG00000242498	ARPIN
ENSMUSG00000028536	2610528J11Rik	ENSG00000253313	C1orf210
ENSMUSG00000029445	Hpd	ENSG00000158104	HPD
ENSMUSG00000015013	Trappc2l	ENSG00000167515	TRAPPC2L
ENSMUSG00000029433	Diablo	ENSG00000184047	DIABLO
ENSMUSG00000029433	Diablo	ENSG00000284934	
ENSMUSG00000052609	Plekhg3	ENSG00000126822	PLEKHG3
ENSMUSG00000030249	Abcc9	ENSG00000069431	ABCC9
ENSMUSG00000040250	Ints13	ENSG00000064102	INTS13
ENSMUSG00000035351	Nup37	ENSG00000075188	NUP37
ENSMUSG00000033581	Igf2bp2	ENSG00000073792	IGF2BP2
ENSMUSG00000004610	Etfb	ENSG00000105379	ETFB
ENSMUSG00000031822	Gse1	ENSG00000131149	GSE1
ENSMUSG00000045576	St7l	ENSG00000007341	ST7L
ENSMUSG00000028041	Adam15	ENSG00000143537	ADAM15
ENSMUSG00000090100	Ttbk2	ENSG00000128881	TTBK2
ENSMUSG00000030474	Siglece	ENSG00000105383	CD33
ENSMUSG00000030474	Siglece	ENSG00000105492	SIGLEC6
ENSMUSG00000043510	Hscb	ENSG00000100209	HSCB
ENSMUSG00000020805	Slc13a5	ENSG00000141485	SLC13A5
ENSMUSG00000048109	Rbm15	ENSG00000162775	RBM15
ENSMUSG00000001761	Smo	ENSG00000128602	SMO
ENSMUSG00000025289	Prdx4	ENSG00000123131	PRDX4
ENSMUSG00000026918	Brd3	ENSG00000169925	BRD3
ENSMUSG00000042712	Tceal9	ENSG00000185222	TCEAL9
ENSMUSG00000058900	Rsl1	ENSG00000005801	ZNF195
ENSMUSG00000058900	Rsl1	ENSG00000175322	ZNF519
ENSMUSG00000040842	Szrd1	ENSG00000055070	SZRD1
ENSMUSG00000028064	Sema4a	ENSG00000196189	SEMA4A
ENSMUSG00000041757	Plekha6	ENSG00000143850	PLEKHA6
ENSMUSG00000026042	Col5a2	ENSG00000204262	COL5A2
ENSMUSG00000073424	Cyp4f15	ENSG00000186115	CYP4F2
ENSMUSG00000075327	Zbtb2	ENSG00000181472	ZBTB2
ENSMUSG00000059743	Fdps	ENSG00000160752	FDPS
ENSMUSG00000031819	Emc8	ENSG00000131148	EMC8
ENSMUSG00000053841	Txlna	ENSG00000084652	TXLNA
ENSMUSG00000022246	Rai14	ENSG00000039560	RAI14
ENSMUSG00000004460	Dnajb11	ENSG00000283149	
ENSMUSG00000004460	Dnajb11	ENSG00000090520	DNAJB11
ENSMUSG00000063801	Ap3s2	ENSG00000157823	AP3S2
ENSMUSG00000047888	Tnrc6b	ENSG00000100354	TNRC6B
ENSMUSG00000013033	Adgrl1	ENSG00000072071	ADGRL1
ENSMUSG00000004054	Map3k11	ENSG00000173327	MAP3K11
ENSMUSG00000022528	Hes1	ENSG00000114315	HES1
ENSMUSG00000019851	Perp	ENSG00000112378	PERP
ENSMUSG00000032392	Parp16	ENSG00000138617	PARP16
ENSMUSG00000059409	Ppp2r5d	ENSG00000112640	PPP2R5D
ENSMUSG00000022840	Adcy5	ENSG00000173175	ADCY5
ENSMUSG00000064068	Mtx1	ENSG00000173171	MTX1
ENSMUSG00000038642	Ctss	ENSG00000163131	CTSS
ENSMUSG00000017188	Coa3	ENSG00000183978	COA3
ENSMUSG00000038576	Susd4	ENSG00000143502	SUSD4
ENSMUSG00000010914	Pdhx	ENSG00000110435	PDHX
ENSMUSG00000048351	Coa7	ENSG00000162377	COA7
ENSMUSG00000028048	Gba	ENSG00000177628	GBA
ENSMUSG00000069206	Zfp874a	ENSG00000005801	ZNF195
ENSMUSG00000069206	Zfp874a	ENSG00000175322	ZNF519
ENSMUSG00000058267	Mrps14	ENSG00000120333	MRPS14
ENSMUSG00000038822	Hace1	ENSG00000085382	HACE1
ENSMUSG00000021144	Mta1	ENSG00000182979	MTA1
ENSMUSG00000008496	Pou2f2	ENSG00000028277	POU2F2
ENSMUSG00000040327	Cul9	ENSG00000112659	CUL9
ENSMUSG00000055254	Ntrk2	ENSG00000148053	NTRK2
ENSMUSG00000021550	2210016F16Rik	ENSG00000165118	C9orf64
ENSMUSG00000052407	Ccdc171	ENSG00000164989	CCDC171
ENSMUSG00000027907	S100a11	ENSG00000163191	S100A11
ENSMUSG00000023984	Gm20517	ENSG00000124641	MED20
ENSMUSG00000032481	Smarcc1	ENSG00000173473	SMARCC1
ENSMUSG00000038305	Spats2l	ENSG00000196141	SPATS2L
ENSMUSG00000030061	Uba3	ENSG00000144744	UBA3
ENSMUSG00000050335	Lgals3	ENSG00000131981	LGALS3
ENSMUSG00000070305	Mpzl3	ENSG00000160588	MPZL3
ENSMUSG00000034187	Nsf	ENSG00000073969	NSF
ENSMUSG00000014867	Surf4	ENSG00000148248	SURF4
ENSMUSG00000025173	Wdr45b	ENSG00000141580	WDR45B
ENSMUSG00000028494	Plin2	ENSG00000147872	PLIN2
ENSMUSG00000036632	Alg5	ENSG00000120697	ALG5
ENSMUSG00000029545	Acads	ENSG00000122971	ACADS
ENSMUSG00000000168	Dlat	ENSG00000150768	DLAT
ENSMUSG00000033653	Vps8	ENSG00000156931	VPS8
ENSMUSG00000022814	Umps	ENSG00000114491	UMPS
ENSMUSG00000036641	Ccdc148	ENSG00000153237	CCDC148
ENSMUSG00000063975	Slco1a5	ENSG00000084453	SLCO1A2
ENSMUSG00000042178	Armc5	ENSG00000140691	ARMC5
ENSMUSG00000049502	Dtx3l	ENSG00000163840	DTX3L
ENSMUSG00000024304	Cdh2	ENSG00000170558	CDH2
ENSMUSG00000037772	Mrpl23	ENSG00000276345	
ENSMUSG00000078607	1810010H24Rik	ENSG00000186665	C17orf58
ENSMUSG00000033429	Mcee	ENSG00000124370	MCEE
ENSMUSG00000050965	Prkca	ENSG00000154229	PRKCA
ENSMUSG00000070372	Capza1	ENSG00000116489	CAPZA1
ENSMUSG00000062960	Kdr	ENSG00000128052	KDR
ENSMUSG00000026405	C4bp	ENSG00000123838	C4BPA
ENSMUSG00000032596	Uba7	ENSG00000182179	UBA7
ENSMUSG00000030246	Ldhb	ENSG00000285854	
ENSMUSG00000079470	Utp14b	ENSG00000253797	UTP14C
ENSMUSG00000068823	Csde1	ENSG00000009307	CSDE1
ENSMUSG00000040774	Cept1	ENSG00000134255	CEPT1
ENSMUSG00000024197	Plin3	ENSG00000105355	PLIN3
ENSMUSG00000033319	Fem1c	ENSG00000145780	FEM1C
ENSMUSG00000017778	Cox7c	ENSG00000127184	COX7C
ENSMUSG00000030521	Mphosph10	ENSG00000124383	MPHOSPH10
ENSMUSG00000024290	Rock1	ENSG00000067900	ROCK1
ENSMUSG00000042675	Ypel3	ENSG00000090238	YPEL3
ENSMUSG00000054199	Gon4l	ENSG00000163374	YY1AP1
ENSMUSG00000054199	Gon4l	ENSG00000116580	GON4L
ENSMUSG00000038909	Kat7	ENSG00000136504	KAT7
ENSMUSG00000031816	Mthfsd	ENSG00000103248	MTHFSD
ENSMUSG00000002732	Fkbp7	ENSG00000079150	FKBP7
ENSMUSG00000030486	Zfp108	ENSG00000159915	ZNF233
ENSMUSG00000025377	Tepsin	ENSG00000167302	TEPSIN
ENSMUSG00000032066	Bco2	ENSG00000197580	BCO2
ENSMUSG00000064302	Clasp1	ENSG00000074054	CLASP1
ENSMUSG00000026812	Tsc1	ENSG00000165699	TSC1
ENSMUSG00000020248	Nfyb	ENSG00000120837	NFYB
ENSMUSG00000062127	Cttnbp2nl	ENSG00000143079	CTTNBP2NL
ENSMUSG00000076617	Ighm	ENSG00000211899	IGHM
ENSMUSG00000067279	Ppp1r3c	ENSG00000119938	PPP1R3C
ENSMUSG00000015714	Cers2	ENSG00000143418	CERS2
ENSMUSG00000068876	Cgn	ENSG00000143375	CGN
ENSMUSG00000031659	Adcy7	ENSG00000121281	ADCY7
ENSMUSG00000049482	Ctu2	ENSG00000174177	CTU2
ENSMUSG00000020017	Hal	ENSG00000084110	HAL
ENSMUSG00000040964	Arhgef10l	ENSG00000074964	ARHGEF10L
ENSMUSG00000015085	Entpd2	ENSG00000054179	ENTPD2
ENSMUSG00000022574	Naprt	ENSG00000147813	NAPRT
ENSMUSG00000048174	Tmem81	ENSG00000174529	TMEM81
ENSMUSG00000017446	C1qtnf1	ENSG00000173918	C1QTNF1
ENSMUSG00000041548	Hspb8	ENSG00000152137	HSPB8
ENSMUSG00000021981	Cab39l	ENSG00000102547	CAB39L
ENSMUSG00000042115	Klhdc8a	ENSG00000162873	KLHDC8A
ENSMUSG00000027954	Efna1	ENSG00000169242	EFNA1
ENSMUSG00000039016	Timm8b	ENSG00000150779	TIMM8B
ENSMUSG00000045210	Vcpip1	ENSG00000175073	VCPIP1
ENSMUSG00000034120	Srsf2	ENSG00000263465	SRSF8
ENSMUSG00000025076	Casp7	ENSG00000165806	CASP7
ENSMUSG00000001755	Coasy	ENSG00000068120	COASY
ENSMUSG00000032512	Wdr48	ENSG00000114742	WDR48
ENSMUSG00000000266	Mid2	ENSG00000080561	MID2
ENSMUSG00000040859	Bsdc1	ENSG00000160058	BSDC1
ENSMUSG00000026447	Pik3c2b	ENSG00000133056	PIK3C2B
ENSMUSG00000016493	Cd46	ENSG00000117335	CD46
ENSMUSG00000028926	Cdk14	ENSG00000058091	CDK14
ENSMUSG00000016921	Srsf6	ENSG00000124193	SRSF6
ENSMUSG00000029674	Limk1	ENSG00000106683	LIMK1
ENSMUSG00000035198	Tubg1	ENSG00000131462	TUBG1
ENSMUSG00000098905	Zfp953	ENSG00000197472	ZNF695
ENSMUSG00000098905	Zfp953	ENSG00000181450	ZNF678
ENSMUSG00000109350	Gm44805	ENSG00000234906	APOC2
ENSMUSG00000037536	Fbxo34	ENSG00000178974	FBXO34
ENSMUSG00000020903	Stx8	ENSG00000170310	STX8
ENSMUSG00000003166	Dgcr2	ENSG00000070413	DGCR2
ENSMUSG00000031479	Vps36	ENSG00000136100	VPS36
ENSMUSG00000027869	Hsd3b6	ENSG00000203859	HSD3B2
ENSMUSG00000027869	Hsd3b6	ENSG00000203857	HSD3B1
ENSMUSG00000025747	Tyms	ENSG00000176890	TYMS
ENSMUSG00000028042	Zbtb7b	ENSG00000160685	ZBTB7B
ENSMUSG00000036052	Dnajb5	ENSG00000137094	DNAJB5
ENSMUSG00000021911	Parg	ENSG00000227345	PARG
ENSMUSG00000004994	Ccdc130	ENSG00000104957	CCDC130
ENSMUSG00000042500	Ago4	ENSG00000134698	AGO4
ENSMUSG00000016664	Pacsin2	ENSG00000100266	PACSIN2
ENSMUSG00000036504	Phpt1	ENSG00000054148	PHPT1
ENSMUSG00000032582	Rbm6	ENSG00000004534	RBM6
ENSMUSG00000090996	Gm20458	ENSG00000254806	SYS1-DBNDD2
ENSMUSG00000017868	Sgk2	ENSG00000101049	SGK2
ENSMUSG00000027854	Sike1	ENSG00000052723	SIKE1
ENSMUSG00000041920	Slc16a6	ENSG00000108932	SLC16A6
ENSMUSG00000033306	Lpp	ENSG00000145012	LPP
ENSMUSG00000041577	Prelp	ENSG00000188783	PRELP
ENSMUSG00000079563	Pglyrp2	ENSG00000161031	PGLYRP2
ENSMUSG00000025810	Nrp1	ENSG00000099250	NRP1
ENSMUSG00000117873	Gm45928	ENSG00000256514	
ENSMUSG00000117873	Gm45928	ENSG00000175482	POLD4
ENSMUSG00000039230	Tbcd	ENSG00000141556	TBCD
ENSMUSG00000026594	Ralgps2	ENSG00000116191	RALGPS2
ENSMUSG00000038070	Cntln	ENSG00000044459	CNTLN
ENSMUSG00000030265	Kras	ENSG00000133703	KRAS
ENSMUSG00000026478	Lamc1	ENSG00000135862	LAMC1
ENSMUSG00000115423		ENSG00000285508	
ENSMUSG00000003234	Abcf3	ENSG00000161204	ABCF3
ENSMUSG00000039682	Lap3	ENSG00000002549	LAP3
ENSMUSG00000035459	Stab2	ENSG00000136011	STAB2
ENSMUSG00000020803	Txndc17	ENSG00000129235	TXNDC17
ENSMUSG00000061904	Slc25a3	ENSG00000075415	SLC25A3
ENSMUSG00000001418	Glmp	ENSG00000198715	GLMP
ENSMUSG00000020610	Amz2	ENSG00000196704	AMZ2
ENSMUSG00000026483	Fam129a	ENSG00000135842	NIBAN1
ENSMUSG00000040195	Nemp1	ENSG00000166881	NEMP1
ENSMUSG00000022707	Gbe1	ENSG00000114480	GBE1
ENSMUSG00000047583	Tyw3	ENSG00000162623	TYW3
ENSMUSG00000028233	Tgs1	ENSG00000137574	TGS1
ENSMUSG00000032231	Anxa2	ENSG00000182718	ANXA2
ENSMUSG00000079605	Zbtb9	ENSG00000213588	ZBTB9
ENSMUSG00000032913	Lrig2	ENSG00000198799	LRIG2
ENSMUSG00000041559	Fmod	ENSG00000122176	FMOD
ENSMUSG00000096054	Syne1	ENSG00000131018	SYNE1
ENSMUSG00000033475	Tomm6	ENSG00000214736	TOMM6
ENSMUSG00000036819	Jmjd4	ENSG00000081692	JMJD4
ENSMUSG00000003378	Grik5	ENSG00000105737	GRIK5
ENSMUSG00000069539	Scyl2	ENSG00000136021	SCYL2
ENSMUSG00000039781	Cep131	ENSG00000141577	CEP131
ENSMUSG00000079057	Cyp4v3	ENSG00000145476	CYP4V2
ENSMUSG00000068923	Syt11	ENSG00000132718	SYT11
ENSMUSG00000050796	B3galt6	ENSG00000176022	B3GALT6
ENSMUSG00000109764	Klkb1	ENSG00000164344	KLKB1
ENSMUSG00000002227	Mov10	ENSG00000155363	MOV10
ENSMUSG00000050708	Ftl1	ENSG00000087086	FTL
ENSMUSG00000070738	Dgkd	ENSG00000077044	DGKD
ENSMUSG00000074141	Il4i1	ENSG00000104951	IL4I1
ENSMUSG00000025175	Fn3k	ENSG00000167363	FN3K
ENSMUSG00000029535	Triap1	ENSG00000170855	TRIAP1
ENSMUSG00000039115	Itga9	ENSG00000144668	ITGA9
ENSMUSG00000039103	Nexn	ENSG00000162614	NEXN
ENSMUSG00000015890	Amdhd1	ENSG00000139344	AMDHD1
ENSMUSG00000030062	Rpn1	ENSG00000163902	RPN1
ENSMUSG00000024269	Tpgs2	ENSG00000134779	TPGS2
ENSMUSG00000026471	Mr1	ENSG00000153029	MR1
ENSMUSG00000024875	Yif1a	ENSG00000174851	YIF1A
ENSMUSG00000001158	Snrnp27	ENSG00000124380	SNRNP27
ENSMUSG00000032482	Cspg5	ENSG00000114646	CSPG5
ENSMUSG00000019699	Akt3	ENSG00000117020	AKT3
ENSMUSG00000036822	Topors	ENSG00000197579	TOPORS
ENSMUSG00000042462	Dctpp1	ENSG00000179958	DCTPP1
ENSMUSG00000031886	Ces2e	ENSG00000172831	CES2
ENSMUSG00000000056	Narf	ENSG00000141562	NARF
ENSMUSG00000062901	Klhl24	ENSG00000114796	KLHL24
ENSMUSG00000116275	Zc3h11a	ENSG00000058673	ZC3H11A
ENSMUSG00000116275	Zc3h11a	ENSG00000215817	ZC3H11B
ENSMUSG00000042699	Dhx9	ENSG00000135829	DHX9
ENSMUSG00000009614	Sardh	ENSG00000123453	SARDH
ENSMUSG00000024811	Tnks2	ENSG00000107854	TNKS2
ENSMUSG00000057315	Arhgap24	ENSG00000138639	ARHGAP24
ENSMUSG00000057738	Sptan1	ENSG00000197694	SPTAN1
ENSMUSG00000070371	Prss36	ENSG00000178226	PRSS36
ENSMUSG00000030236	Slco1b2	ENSG00000134538	SLCO1B1
ENSMUSG00000030236	Slco1b2	ENSG00000257046	
ENSMUSG00000030236	Slco1b2	ENSG00000205754	SLCO1B7
ENSMUSG00000030236	Slco1b2	ENSG00000111700	SLCO1B3
ENSMUSG00000029397	Rchy1	ENSG00000163743	RCHY1
ENSMUSG00000019951	Uhrf1bp1l	ENSG00000111647	UHRF1BP1L
ENSMUSG00000002297	Dbf4	ENSG00000006634	DBF4
ENSMUSG00000026639	Lamb3	ENSG00000196878	LAMB3
ENSMUSG00000034557	Zfyve9	ENSG00000157077	ZFYVE9
ENSMUSG00000058173	Smco4	ENSG00000166002	SMCO4
ENSMUSG00000049488	Tmem67	ENSG00000164953	TMEM67
ENSMUSG00000063882	Uqcrh	ENSG00000173660	UQCRH
ENSMUSG00000008398	Elk3	ENSG00000111145	ELK3
ENSMUSG00000034210	Efcab14	ENSG00000159658	EFCAB14
ENSMUSG00000025436	Atp23	ENSG00000166896	ATP23
ENSMUSG00000039307	Hexdc	ENSG00000169660	HEXD
ENSMUSG00000023027	Atf1	ENSG00000123268	ATF1
ENSMUSG00000015776	Med22	ENSG00000148297	MED22
ENSMUSG00000022884	Eif4a2	ENSG00000156976	EIF4A2
ENSMUSG00000003190	Bcl2l12	ENSG00000126453	BCL2L12
ENSMUSG00000049755	Zfp672	ENSG00000171161	ZNF672
ENSMUSG00000063929	Cyp4a32	ENSG00000186204	CYP4F12
ENSMUSG00000063929	Cyp4a32	ENSG00000171903	CYP4F11
ENSMUSG00000030159	Clec1b	ENSG00000165682	CLEC1B
ENSMUSG00000038777	Sema6c	ENSG00000143434	SEMA6C
ENSMUSG00000003731	Kpna6	ENSG00000025800	KPNA6
ENSMUSG00000009640	Dmap1	ENSG00000178028	DMAP1
ENSMUSG00000001482	Def8	ENSG00000140995	DEF8
ENSMUSG00000064995	Gm26003	ENSG00000225091	SNORA71A
ENSMUSG00000041740	Rnf10	ENSG00000022840	RNF10
ENSMUSG00000045039	Megf8	ENSG00000105429	MEGF8
ENSMUSG00000033460	Armcx1	ENSG00000126947	ARMCX1
ENSMUSG00000061825	Ces2c	ENSG00000172831	CES2
ENSMUSG00000027281	Slx4ip	ENSG00000149346	SLX4IP
ENSMUSG00000030804	Gm21974	ENSG00000167397	VKORC1
ENSMUSG00000062908	Acadm	ENSG00000117054	ACADM
ENSMUSG00000027820	Mme	ENSG00000196549	MME
ENSMUSG00000015094	Npdc1	ENSG00000107281	NPDC1
ENSMUSG00000028059	Arhgef2	ENSG00000116584	ARHGEF2
ENSMUSG00000062110	Scfd2	ENSG00000184178	SCFD2
ENSMUSG00000028180	Zranb2	ENSG00000132485	ZRANB2
ENSMUSG00000018372	Cep95	ENSG00000258890	CEP95
ENSMUSG00000058331	Zfp85	ENSG00000005801	ZNF195
ENSMUSG00000058331	Zfp85	ENSG00000175322	ZNF519
ENSMUSG00000021982	Cdadc1	ENSG00000102543	CDADC1
ENSMUSG00000031922	Cep57	ENSG00000166037	CEP57
ENSMUSG00000060244	Alyref2	ENSG00000183684	ALYREF
ENSMUSG00000020482	Ccdc117	ENSG00000159873	CCDC117
ENSMUSG00000027845	Dclre1b	ENSG00000118655	DCLRE1B
ENSMUSG00000034135	Sik3	ENSG00000160584	SIK3
ENSMUSG00000015083	C8g	ENSG00000176919	C8G
ENSMUSG00000008475	Arpc5	ENSG00000162704	ARPC5
ENSMUSG00000010607	Pigyl	ENSG00000255072	PIGY
ENSMUSG00000002992	Apoc2	ENSG00000234906	APOC2
ENSMUSG00000031889	D230025D16Rik	ENSG00000125149	C16orf70
ENSMUSG00000049232	Tigd2	ENSG00000180346	TIGD2
ENSMUSG00000052798	Nup107	ENSG00000111581	NUP107
ENSMUSG00000042626	Shc1	ENSG00000160691	SHC1
ENSMUSG00000006392	Med8	ENSG00000159479	MED8
ENSMUSG00000000739	Sult5a1	ENSG00000197165	SULT1A2
ENSMUSG00000000739	Sult5a1	ENSG00000196502	SULT1A1
ENSMUSG00000000739	Sult5a1	ENSG00000261052	SULT1A3
ENSMUSG00000030707	Coro1a	ENSG00000102879	CORO1A
ENSMUSG00000020894	Vamp2	ENSG00000263620	
ENSMUSG00000020894	Vamp2	ENSG00000220205	VAMP2
ENSMUSG00000050555	Hyls1	ENSG00000198331	HYLS1
ENSMUSG00000044071	Tafa2	ENSG00000198673	TAFA2
ENSMUSG00000046541	Zfp526	ENSG00000167625	ZNF526
ENSMUSG00000067629	Syngap1	ENSG00000197283	SYNGAP1
ENSMUSG00000043019	Edem3	ENSG00000116406	EDEM3
ENSMUSG00000038806	Sde2	ENSG00000143751	SDE2
ENSMUSG00000016495	Plgrkt	ENSG00000107020	PLGRKT
ENSMUSG00000026437	Cdk18	ENSG00000117266	CDK18
ENSMUSG00000038967	Pdk2	ENSG00000005882	PDK2
ENSMUSG00000030643	Rab30	ENSG00000137502	RAB30
ENSMUSG00000030830	Itgal	ENSG00000005844	ITGAL
ENSMUSG00000058057	Mettl7a3	ENSG00000185432	METTL7A
ENSMUSG00000025583	Rptor	ENSG00000141564	RPTOR
ENSMUSG00000042903	Foxo4	ENSG00000184481	FOXO4
ENSMUSG00000023353	Agap3	ENSG00000133612	AGAP3
