GeneID_mouse	GeneSymbol_mouse	GeneID_macaque	GeneSymbol_macaque
ENSMUSG00000030871	Ears2	ENSMFAG00000045825	
ENSMUSG00000031930	Wwp2	ENSMFAG00000039657	WWP2
ENSMUSG00000024369	Nelfe	ENSMFAG00000036108	
ENSMUSG00000049339	Retreg2	ENSMFAG00000001474	RETREG2
ENSMUSG00000038521	C1s1	ENSMFAG00000000569	
ENSMUSG00000028945	Rheb	ENSMFAG00000035424	RHEB
ENSMUSG00000089678	Agxt2	ENSMFAG00000001767	AGXT2
ENSMUSG00000028978	Nos3	ENSMFAG00000001883	NOS3
ENSMUSG00000048796	Cyb561d1	ENSMFAG00000040958	CYB561D1
ENSMUSG00000033105	Lss	ENSMFAG00000034060	LSS
ENSMUSG00000014907	Naf1	ENSMFAG00000040952	NAF1
ENSMUSG00000027411	Vps16	ENSMFAG00000033888	VPS16
ENSMUSG00000021957	Tkt	ENSMFAG00000039442	TKT
ENSMUSG00000034557	Zfyve9	ENSMFAG00000040167	ZFYVE9
ENSMUSG00000032867	Fbxw8	ENSMFAG00000035404	FBXW8
ENSMUSG00000038534	Osbpl7	ENSMFAG00000001330	OSBPL7
ENSMUSG00000031072	LTO1	ENSMFAG00000040588	LTO1
ENSMUSG00000042628	Zfyve1	ENSMFAG00000037270	ZFYVE1
ENSMUSG00000036748	Cuedc2	ENSMFAG00000035328	CUEDC2
ENSMUSG00000025374	Nabp2	ENSMFAG00000000354	NABP2
ENSMUSG00000032038	St3gal4	ENSMFAG00000039592	ST3GAL4
ENSMUSG00000048100	Taf13	ENSMFAG00000001660	
ENSMUSG00000048677	Tpcn2	ENSMFAG00000045821	TPCN2
ENSMUSG00000026427	Eif2d	ENSMFAG00000033925	EIF2D
ENSMUSG00000034210	Efcab14	ENSMFAG00000000071	
ENSMUSG00000010936	Vac14	ENSMFAG00000040036	VAC14
ENSMUSG00000006344	Ggt5	ENSMFAG00000001878	
ENSMUSG00000036775	Decr2	ENSMFAG00000040962	DECR2
ENSMUSG00000025413	Ttc4	ENSMFAG00000037603	
ENSMUSG00000002221	Paxip1	ENSMFAG00000035337	PAXIP1
ENSMUSG00000006442	Srm	ENSMFAG00000033887	
ENSMUSG00000005804	Bloc1s6	ENSMFAG00000034141	
ENSMUSG00000061273	Mmgt1	ENSMFAG00000000269	MMGT1
ENSMUSG00000061518	Cox5b	ENSMFAG00000036411	
ENSMUSG00000005718	Tfap4	ENSMFAG00000033942	TFAP4
ENSMUSG00000044786	Zfp36	ENSMFAG00000000900	ZFP36
ENSMUSG00000056267	Cep70	ENSMFAG00000038255	
ENSMUSG00000071662	Polr2g	ENSMFAG00000033674	
ENSMUSG00000024608	Rps14	ENSMFAG00000039531	RPS14
ENSMUSG00000019578	Ubxn6	ENSMFAG00000000254	
ENSMUSG00000042804	Gpr153	ENSMFAG00000038267	GPR153
ENSMUSG00000035354	Uvrag	ENSMFAG00000001657	UVRAG
ENSMUSG00000018677	Slc25a39	ENSMFAG00000036322	SLC25A39
ENSMUSG00000028955	Vamp3	ENSMFAG00000001731	
ENSMUSG00000016356	Col20a1	ENSMFAG00000001425	COL20A1
ENSMUSG00000038299	Wdr36	ENSMFAG00000001782	WDR36
ENSMUSG00000053684	BC048403	ENSMFAG00000000249	C12orf66
ENSMUSG00000037890	Wdr19	ENSMFAG00000001104	WDR19
ENSMUSG00000074182	Znhit6	ENSMFAG00000001461	ZNHIT6
ENSMUSG00000070372	Capza1	ENSMFAG00000039318	
ENSMUSG00000070372	Capza1	ENSMFAG00000001734	
ENSMUSG00000001211	Agpat3	ENSMFAG00000001995	AGPAT3
ENSMUSG00000035208	Slfn8	ENSMFAG00000000114	SLFN13
ENSMUSG00000059013	Sh2d3c	ENSMFAG00000000671	SH2D3C
ENSMUSG00000027360	Hdc	ENSMFAG00000000845	HDC
ENSMUSG00000024844	Banf1	ENSMFAG00000040776	
ENSMUSG00000024844	Banf1	ENSMFAG00000035338	
ENSMUSG00000025888	Casp1	ENSMFAG00000039181	
ENSMUSG00000025888	Casp1	ENSMFAG00000001158	CASP1
ENSMUSG00000032977	Fam207a	ENSMFAG00000037615	
ENSMUSG00000055041	Commd5	ENSMFAG00000039308	
ENSMUSG00000042462	Dctpp1	ENSMFAG00000002505	DCTPP1
ENSMUSG00000029434	Vps33a	ENSMFAG00000001367	
ENSMUSG00000065990	Aurkaip1	ENSMFAG00000000756	
ENSMUSG00000031154	Otud5	ENSMFAG00000039347	OTUD5
ENSMUSG00000037664	Cdkn1c	ENSMFAG00000037524	
ENSMUSG00000036880	Acaa2	ENSMFAG00000040240	
ENSMUSG00000021835	Bmp4	ENSMFAG00000040789	BMP4
ENSMUSG00000028868	Wasf2	ENSMFAG00000001141	WASF2
ENSMUSG00000046962	Zbtb21	ENSMFAG00000000518	ZBTB21
ENSMUSG00000020792	Exoc7	ENSMFAG00000000583	EXOC7
ENSMUSG00000035885	Cox8a	ENSMFAG00000001343	COX8A
ENSMUSG00000032109	Nlrx1	ENSMFAG00000001931	NLRX1
ENSMUSG00000004567	Mcoln1	ENSMFAG00000001725	
ENSMUSG00000038541	Srd5a2	ENSMFAG00000000955	
ENSMUSG00000045817	Zfp36l2	ENSMFAG00000001243	ZFP36L2
ENSMUSG00000032872	Cyb5r4	ENSMFAG00000036090	CYB5R4
ENSMUSG00000021917	Spcs1	ENSMFAG00000040738	SPCS1
ENSMUSG00000042988	Notum	ENSMFAG00000033597	NOTUM
ENSMUSG00000069516	Lyz2	ENSMFAG00000036121	LYZ
ENSMUSG00000031996	Aplp2	ENSMFAG00000040269	APLP2
ENSMUSG00000022787	Wdr53	ENSMFAG00000040985	WDR53
ENSMUSG00000041859	Mcm3	ENSMFAG00000001888	MCM3
ENSMUSG00000022199	Slc22a17	ENSMFAG00000039582	SLC22A17
ENSMUSG00000022812	Gsk3b	ENSMFAG00000002620	GSK3B
ENSMUSG00000025959	Klf7	ENSMFAG00000039083	KLF7
ENSMUSG00000026102	Inpp1	ENSMFAG00000000495	
ENSMUSG00000029084	Cd38	ENSMFAG00000034115	
ENSMUSG00000037486	Asxl2	ENSMFAG00000039252	ASXL2
ENSMUSG00000036103	Colec12	ENSMFAG00000000357	COLEC12
ENSMUSG00000034708	Grn	ENSMFAG00000038260	
ENSMUSG00000010609	Psen2	ENSMFAG00000000107	PSEN2
ENSMUSG00000057963	Itpk1	ENSMFAG00000040735	ITPK1
ENSMUSG00000032812	Arap1	ENSMFAG00000039424	ARAP1
ENSMUSG00000013858	Tmem259	ENSMFAG00000038333	TMEM259
ENSMUSG00000021131	Erh	ENSMFAG00000042874	ERH
ENSMUSG00000029591	Ung	ENSMFAG00000039615	
ENSMUSG00000058317	Ube2e2	ENSMFAG00000039050	UBE2E2
ENSMUSG00000036655	Colec11	ENSMFAG00000000829	
ENSMUSG00000025422	Agap2	ENSMFAG00000000465	AGAP2
ENSMUSG00000024220	Zfp523	ENSMFAG00000036518	ZNF76
ENSMUSG00000021996	Esd	ENSMFAG00000039144	
ENSMUSG00000044734	Serpinb1a	ENSMFAG00000001421	SERPINB1
ENSMUSG00000017697	Ada	ENSMFAG00000039614	
ENSMUSG00000031906	Smpd3	ENSMFAG00000002454	SMPD3
ENSMUSG00000005625	Psmd4	ENSMFAG00000000623	PSMD4
ENSMUSG00000021023	Prorp	ENSMFAG00000001453	
ENSMUSG00000017548	Suz12	ENSMFAG00000040091	SUZ12
ENSMUSG00000073096	Lrrc61	ENSMFAG00000042752	
ENSMUSG00000033039	Micall1	ENSMFAG00000040539	MICALL1
ENSMUSG00000092417	Gpank1	ENSMFAG00000037562	GPANK1
ENSMUSG00000008604	Ubqln4	ENSMFAG00000036309	
ENSMUSG00000046822	Slc39a3	ENSMFAG00000039618	SLC39A3
ENSMUSG00000031917	Nip7	ENSMFAG00000002077	
ENSMUSG00000026496	Parp1	ENSMFAG00000002526	PARP1
ENSMUSG00000096199	Ptrhd1	ENSMFAG00000040267	PTRHD1
ENSMUSG00000021326	Trim27	ENSMFAG00000034098	TRIM27
ENSMUSG00000039501	Znfx1	ENSMFAG00000040759	ZNFX1
ENSMUSG00000048445	Ccdc57	ENSMFAG00000036159	CCDC57
ENSMUSG00000040370	Etfrf1	ENSMFAG00000041072	ETFRF1
ENSMUSG00000024099	Ndufv2	ENSMFAG00000001487	
ENSMUSG00000031812	Map1lc3b	ENSMFAG00000002119	
ENSMUSG00000033713	Foxn3	ENSMFAG00000040551	FOXN3
ENSMUSG00000024426	Atat1	ENSMFAG00000000438	ATAT1
ENSMUSG00000019797	1700021F05Rik	ENSMFAG00000034144	
ENSMUSG00000019189	Rnf145	ENSMFAG00000002232	RNF145
ENSMUSG00000072082	Ccnf	ENSMFAG00000039462	CCNF
ENSMUSG00000054717	Hmgb2	ENSMFAG00000002605	
ENSMUSG00000071415	Rpl23	ENSMFAG00000037523	
ENSMUSG00000042507	Elmsan1	ENSMFAG00000034140	ELMSAN1
ENSMUSG00000013033	Adgrl1	ENSMFAG00000002180	ADGRL1
ENSMUSG00000025208	Mrpl43	ENSMFAG00000001890	
ENSMUSG00000019518	Ap4m1	ENSMFAG00000040792	AP4M1
ENSMUSG00000032842	Abcc10	ENSMFAG00000036554	ABCC10
ENSMUSG00000037315	Jade3	ENSMFAG00000001112	JADE3
ENSMUSG00000037434	Slc30a1	ENSMFAG00000039946	
ENSMUSG00000042660	Wdr55	ENSMFAG00000001095	WDR55
ENSMUSG00000020961	Ston2	ENSMFAG00000039552	STON2
ENSMUSG00000029036	Atad3a	ENSMFAG00000040177	
ENSMUSG00000029036	Atad3a	ENSMFAG00000037339	
ENSMUSG00000030834	Abcc6	ENSMFAG00000001420	ABCC6
ENSMUSG00000017776	Crk	ENSMFAG00000000502	CRK
ENSMUSG00000006423	C330007P06Rik	ENSMFAG00000040242	
ENSMUSG00000025354	Dnajc14	ENSMFAG00000040360	
ENSMUSG00000041645	Ddx24	ENSMFAG00000033695	DDX24
ENSMUSG00000035399	Oser1	ENSMFAG00000000578	
ENSMUSG00000042985	Upk3b	ENSMFAG00000001010	UPK3B
ENSMUSG00000041571	Selenow	ENSMFAG00000045788	SELENOW
ENSMUSG00000002489	Tiam1	ENSMFAG00000002250	TIAM1
ENSMUSG00000053799	Exoc6	ENSMFAG00000000962	EXOC6
ENSMUSG00000093904	Tomm20	ENSMFAG00000040499	
ENSMUSG00000026820	Ptges2	ENSMFAG00000035442	
ENSMUSG00000025968	Ndufs1	ENSMFAG00000039201	
ENSMUSG00000035780	Ugt2a3	ENSMFAG00000002208	UGT2A3
ENSMUSG00000036769	Wdr44	ENSMFAG00000001942	WDR44
ENSMUSG00000048787	Dcun1d3	ENSMFAG00000040020	
ENSMUSG00000026933	Camsap1	ENSMFAG00000001245	CAMSAP1
ENSMUSG00000021901	Bap1	ENSMFAG00000037249	BAP1
ENSMUSG00000024182	Axin1	ENSMFAG00000002216	AXIN1
ENSMUSG00000036932	Aifm1	ENSMFAG00000000275	AIFM1
ENSMUSG00000029798	Herc6	ENSMFAG00000040004	HERC6
ENSMUSG00000030188	Magohb	ENSMFAG00000001826	
ENSMUSG00000060216	Arrb2	ENSMFAG00000001220	ARRB2
ENSMUSG00000031657	Heatr3	ENSMFAG00000002184	HEATR3
ENSMUSG00000049327	Kmt5a	ENSMFAG00000002095	KMT5A
ENSMUSG00000031432	Prps1	ENSMFAG00000000839	
ENSMUSG00000033429	Mcee	ENSMFAG00000045829	
ENSMUSG00000032478	Nme6	ENSMFAG00000039246	
ENSMUSG00000004936	Map2k1	ENSMFAG00000036522	MAP2K1
ENSMUSG00000035048	Anapc13	ENSMFAG00000035408	ANAPC13
ENSMUSG00000026975	Dph7	ENSMFAG00000002348	DPH7
ENSMUSG00000010914	Pdhx	ENSMFAG00000042807	
ENSMUSG00000024764	Naa40	ENSMFAG00000034118	NAA40
ENSMUSG00000023952	Gtpbp2	ENSMFAG00000037532	GTPBP2
ENSMUSG00000047180	Neurl3	ENSMFAG00000040926	NEURL3
ENSMUSG00000079434	Neu2	ENSMFAG00000036521	NEU2
ENSMUSG00000024036	Slc37a1	ENSMFAG00000036570	SLC37A1
ENSMUSG00000019866	Crybg1	ENSMFAG00000038353	CRYBG1
ENSMUSG00000028430	Nol6	ENSMFAG00000040117	NOL6
ENSMUSG00000038745	Nlrp6	ENSMFAG00000035345	NLRP6
ENSMUSG00000063011	Msln	ENSMFAG00000001868	MSLN
ENSMUSG00000024664	Fads3	ENSMFAG00000040762	FADS3
ENSMUSG00000040177	2310057M21Rik	ENSMFAG00000033899	C10orf88
ENSMUSG00000029705	Cux1	ENSMFAG00000001402	CUX1
ENSMUSG00000032727	Mier3	ENSMFAG00000042794	MIER3
ENSMUSG00000040225	Prrc2c	ENSMFAG00000000519	PRRC2C
ENSMUSG00000039031	Arhgap18	ENSMFAG00000002561	ARHGAP18
ENSMUSG00000022901	Cd86	ENSMFAG00000001459	CD86
ENSMUSG00000034800	Zfp661	ENSMFAG00000039940	ZNF2
ENSMUSG00000037795	N4bp2	ENSMFAG00000039205	N4BP2
ENSMUSG00000027122	Arl14ep	ENSMFAG00000001165	ARL14EP
ENSMUSG00000025779	Ly96	ENSMFAG00000002255	
ENSMUSG00000025078	Nhlrc2	ENSMFAG00000038268	NHLRC2
ENSMUSG00000038079	Tmem237	ENSMFAG00000039637	TMEM237
ENSMUSG00000035910	Dcdc2a	ENSMFAG00000001295	DCDC2
ENSMUSG00000028633	Ctps	ENSMFAG00000039379	CTPS1
ENSMUSG00000029426	Scarb2	ENSMFAG00000039184	
ENSMUSG00000026688	Mgst3	ENSMFAG00000040545	MGST3
ENSMUSG00000046311	Zfp62	ENSMFAG00000033634	ZFP62
ENSMUSG00000052369	Tmem106c	ENSMFAG00000036419	TMEM106C
ENSMUSG00000079084	Ccdc82	ENSMFAG00000036325	CCDC82
ENSMUSG00000046598	Bdh1	ENSMFAG00000039410	BDH1
ENSMUSG00000028576	Ift74	ENSMFAG00000001877	
ENSMUSG00000033862	Cdk10	ENSMFAG00000039303	CDK10
ENSMUSG00000044408	Sptssa	ENSMFAG00000038342	SPTSSA
ENSMUSG00000036918	Ttc7	ENSMFAG00000040123	TTC7A
ENSMUSG00000017002	Slpi	ENSMFAG00000040605	SLPI
ENSMUSG00000033863	Klf9	ENSMFAG00000035395	
ENSMUSG00000038633	Degs1	ENSMFAG00000039054	DEGS1
ENSMUSG00000031939	Taf1d	ENSMFAG00000039236	TAF1D
ENSMUSG00000025264	Tsr2	ENSMFAG00000001364	TSR2
ENSMUSG00000023923	Tbc1d5	ENSMFAG00000002555	
ENSMUSG00000040690	Col16a1	ENSMFAG00000042878	COL16A1
ENSMUSG00000072872	Rybp	ENSMFAG00000001693	RYBP
ENSMUSG00000028745	Capzb	ENSMFAG00000037255	CAPZB
ENSMUSG00000059796	Eif4a1	ENSMFAG00000039010	
ENSMUSG00000116925	Gm49776	ENSMFAG00000033708	DGCR8
ENSMUSG00000038859	Baiap2l1	ENSMFAG00000037269	BAIAP2L1
ENSMUSG00000030826	Bcat2	ENSMFAG00000001784	BCAT2
ENSMUSG00000034664	Itga2b	ENSMFAG00000039636	ITGA2B
ENSMUSG00000025858	Get4	ENSMFAG00000042875	GET4
ENSMUSG00000033392	Clasp2	ENSMFAG00000001444	
ENSMUSG00000038462	Uqcrfs1	ENSMFAG00000036111	
ENSMUSG00000074698	Csnk2a1	ENSMFAG00000039007	
ENSMUSG00000049907	Rasl11b	ENSMFAG00000037233	RASL11B
ENSMUSG00000033047	Eif3l	ENSMFAG00000037320	
ENSMUSG00000033047	Eif3l	ENSMFAG00000040574	EIF3L
ENSMUSG00000045752	Tssc4	ENSMFAG00000038372	TSSC4
ENSMUSG00000036040	Adamtsl2	ENSMFAG00000001650	ADAMTSL2
ENSMUSG00000025940	Tmem70	ENSMFAG00000000384	TMEM70
ENSMUSG00000032386	Trip4	ENSMFAG00000036568	TRIP4
ENSMUSG00000040147	Maob	ENSMFAG00000040990	MAOB
ENSMUSG00000029596	Sdsl	ENSMFAG00000045838	SDSL
ENSMUSG00000029153	Ociad2	ENSMFAG00000000259	OCIAD2
ENSMUSG00000042305	Tmem183a	ENSMFAG00000034100	
ENSMUSG00000030007	Cct7	ENSMFAG00000039286	CCT7
ENSMUSG00000029708	Gcc1	ENSMFAG00000038295	GCC1
ENSMUSG00000021432	Slc35b3	ENSMFAG00000000520	SLC35B3
ENSMUSG00000049686	Orai1	ENSMFAG00000036297	ORAI1
ENSMUSG00000024451	Arap3	ENSMFAG00000002504	ARAP3
ENSMUSG00000027167	Elp4	ENSMFAG00000001333	ELP4
ENSMUSG00000034591	Slc41a2	ENSMFAG00000045731	
ENSMUSG00000025134	Alyref	ENSMFAG00000001394	ALYREF
ENSMUSG00000023967	Mrps18a	ENSMFAG00000038311	MRPS18A
ENSMUSG00000079036	Alkbh1	ENSMFAG00000001551	ALKBH1
ENSMUSG00000026491	Ahctf1	ENSMFAG00000045763	AHCTF1
ENSMUSG00000020097	Sgpl1	ENSMFAG00000000706	SGPL1
ENSMUSG00000026915	Strbp	ENSMFAG00000001745	STRBP
ENSMUSG00000027577	Chrna4	ENSMFAG00000000312	CHRNA4
ENSMUSG00000053754	Chd8	ENSMFAG00000035402	CHD8
ENSMUSG00000050619	Zscan29	ENSMFAG00000000216	ZSCAN29
ENSMUSG00000073468	Sft2d1	ENSMFAG00000039956	SFT2D1
ENSMUSG00000027009	Itga4	ENSMFAG00000038317	ITGA4
ENSMUSG00000013593	Ndufs2	ENSMFAG00000033623	
ENSMUSG00000036820	Amdhd2	ENSMFAG00000002099	AMDHD2
ENSMUSG00000089669	Tnfsf13	ENSMFAG00000039025	TNFSF13
ENSMUSG00000029167	Ppargc1a	ENSMFAG00000000534	PPARGC1A
ENSMUSG00000028969	Cdk5	ENSMFAG00000002154	CDK5
ENSMUSG00000020519	Sap30l	ENSMFAG00000000320	SAP30L
ENSMUSG00000000751	Rpa1	ENSMFAG00000036138	
ENSMUSG00000075502	Kbtbd6	ENSMFAG00000002271	KBTBD6
ENSMUSG00000019795	Pcmt1	ENSMFAG00000040746	
ENSMUSG00000022040	Ephx2	ENSMFAG00000036427	EPHX2
ENSMUSG00000024646	Cyb5a	ENSMFAG00000002258	
ENSMUSG00000023885	Thbs2	ENSMFAG00000038327	THBS2
ENSMUSG00000031785	Adgrg1	ENSMFAG00000002223	ADGRG1
ENSMUSG00000027002	Nckap1	ENSMFAG00000001975	NCKAP1
ENSMUSG00000118124	Gm50139	ENSMFAG00000041014	
ENSMUSG00000022401	Xpnpep3	ENSMFAG00000040751	
ENSMUSG00000021065	Fut8	ENSMFAG00000042802	FUT8
ENSMUSG00000038822	Hace1	ENSMFAG00000039999	HACE1
ENSMUSG00000038042	Ptpdc1	ENSMFAG00000001618	PTPDC1
ENSMUSG00000025742	Prps2	ENSMFAG00000001211	
ENSMUSG00000074129	Rpl13a	ENSMFAG00000001097	
ENSMUSG00000074129	Rpl13a	ENSMFAG00000038346	
ENSMUSG00000099009	Rdh16f1	ENSMFAG00000002344	
ENSMUSG00000034235	Usp54	ENSMFAG00000001363	USP54
ENSMUSG00000022820	Ndufb4	ENSMFAG00000038344	NDUFB4
ENSMUSG00000001134	Uxt	ENSMFAG00000002442	UXT
ENSMUSG00000000142	Axin2	ENSMFAG00000000055	AXIN2
ENSMUSG00000045659	Plekha7	ENSMFAG00000000110	PLEKHA7
ENSMUSG00000035772	Mrps2	ENSMFAG00000001860	MRPS2
ENSMUSG00000040287	Stac3	ENSMFAG00000039239	STAC3
ENSMUSG00000021948	Prkcd	ENSMFAG00000000466	PRKCD
ENSMUSG00000015749	Anp32e	ENSMFAG00000000851	
ENSMUSG00000042203	Tbc1d22b	ENSMFAG00000000523	TBC1D22B
ENSMUSG00000024560	Cxxc1	ENSMFAG00000040503	CXXC1
ENSMUSG00000031960	Aars	ENSMFAG00000002309	AARS
ENSMUSG00000034951	Cog7	ENSMFAG00000033971	COG7
ENSMUSG00000039741	Bahcc1	ENSMFAG00000000776	BAHCC1
ENSMUSG00000030538	Cib1	ENSMFAG00000002360	CIB1
ENSMUSG00000034110	Kctd7	ENSMFAG00000000685	KCTD7
ENSMUSG00000034165	Ccnd3	ENSMFAG00000039022	CCND3
ENSMUSG00000028639	Ybx1	ENSMFAG00000040529	YBX1
ENSMUSG00000036334	Igsf10	ENSMFAG00000002055	IGSF10
ENSMUSG00000023452	Pisd	ENSMFAG00000001274	PISD
ENSMUSG00000001151	Pcnt	ENSMFAG00000000461	PCNT
ENSMUSG00000031068	Glrx3	ENSMFAG00000001366	GLRX3
ENSMUSG00000020248	Nfyb	ENSMFAG00000040748	
ENSMUSG00000020248	Nfyb	ENSMFAG00000037272	
ENSMUSG00000026662	Sephs1	ENSMFAG00000001994	
ENSMUSG00000033720	Sfxn5	ENSMFAG00000000876	SFXN5
ENSMUSG00000048200	Cracr2b	ENSMFAG00000040336	CRACR2B
ENSMUSG00000028013	Ppa2	ENSMFAG00000040113	
ENSMUSG00000026475	Rgs16	ENSMFAG00000041045	RGS16
ENSMUSG00000032244	Fem1b	ENSMFAG00000040037	FEM1B
ENSMUSG00000035713	Usp35	ENSMFAG00000001255	USP35
ENSMUSG00000027981	Rnpc3	ENSMFAG00000002004	RNPC3
ENSMUSG00000028035	Dnajb4	ENSMFAG00000039494	
ENSMUSG00000042508	Dmtf1	ENSMFAG00000001957	DMTF1
ENSMUSG00000039956	Mrap	ENSMFAG00000000802	MRAP
ENSMUSG00000004565	Pnpla6	ENSMFAG00000001000	PNPLA6
ENSMUSG00000056899	Immp2l	ENSMFAG00000039313	IMMP2L
ENSMUSG00000015968	Cacna1d	ENSMFAG00000039352	CACNA1D
ENSMUSG00000019874	Fabp7	ENSMFAG00000045709	
ENSMUSG00000038013	Wipf2	ENSMFAG00000039043	WIPF2
ENSMUSG00000022978	Mis18a	ENSMFAG00000033702	MIS18A
ENSMUSG00000018733	Pex12	ENSMFAG00000039486	
ENSMUSG00000016933	Plcg1	ENSMFAG00000000283	PLCG1
ENSMUSG00000031788	Kifc3	ENSMFAG00000000179	KIFC3
ENSMUSG00000024165	Jpt2	ENSMFAG00000033861	JPT2
ENSMUSG00000032534	Cep63	ENSMFAG00000037546	CEP63
ENSMUSG00000063320	1190007I07Rik	ENSMFAG00000042784	C12orf73
ENSMUSG00000031948	Kars	ENSMFAG00000040024	KARS
ENSMUSG00000042202	Slc35e2	ENSMFAG00000038259	SLC35E2B
ENSMUSG00000026657	Frmd4a	ENSMFAG00000000050	FRMD4A
ENSMUSG00000032010	Usp2	ENSMFAG00000038340	USP2
ENSMUSG00000034616	Ssh3	ENSMFAG00000002317	SSH3
ENSMUSG00000020914	Top2a	ENSMFAG00000002270	TOP2A
ENSMUSG00000073968	Trim68	ENSMFAG00000037511	
ENSMUSG00000033502	Cdc14a	ENSMFAG00000000724	CDC14A
ENSMUSG00000001855	Nup214	ENSMFAG00000042823	NUP214
ENSMUSG00000043251	Exoc3l	ENSMFAG00000002581	EXOC3L1
ENSMUSG00000006276	Eps15l1	ENSMFAG00000000444	EPS15L1
ENSMUSG00000027104	Atf2	ENSMFAG00000002278	
ENSMUSG00000038346	Zfp384	ENSMFAG00000037538	ZNF384
ENSMUSG00000004263	Atn1	ENSMFAG00000001982	ATN1
ENSMUSG00000015970	Chdh	ENSMFAG00000002691	CHDH
ENSMUSG00000003849	Nqo1	ENSMFAG00000002412	NQO1
ENSMUSG00000030064	Frmd4b	ENSMFAG00000040109	FRMD4B
ENSMUSG00000048758	Rpl29	ENSMFAG00000045775	
ENSMUSG00000042595	Fam199x	ENSMFAG00000000454	FAM199X
ENSMUSG00000034707	Gns	ENSMFAG00000000073	GNS
ENSMUSG00000028691	Prdx1	ENSMFAG00000000817	
ENSMUSG00000018166	Erbb3	ENSMFAG00000040171	ERBB3
ENSMUSG00000025743	Sdc3	ENSMFAG00000045826	SDC3
ENSMUSG00000035673	Sbno2	ENSMFAG00000040030	SBNO2
ENSMUSG00000024212	Mllt1	ENSMFAG00000039501	MLLT1
ENSMUSG00000044328	Trp53i13	ENSMFAG00000040828	TP53I13
ENSMUSG00000025410	Dctn2	ENSMFAG00000001581	
ENSMUSG00000031534	Smim19	ENSMFAG00000002359	SMIM19
ENSMUSG00000030157	Clec2d	ENSMFAG00000045824	CLEC2D
ENSMUSG00000054733	Msra	ENSMFAG00000001239	
ENSMUSG00000039377	Hlx	ENSMFAG00000002500	HLX
ENSMUSG00000031065	Cdk16	ENSMFAG00000002438	CDK16
ENSMUSG00000028822	Tmem50a	ENSMFAG00000033857	TMEM50A
ENSMUSG00000066357	Wdr6	ENSMFAG00000037294	WDR6
ENSMUSG00000020130	Tbc1d15	ENSMFAG00000000077	TBC1D15
ENSMUSG00000024273	2700062C07Rik	ENSMFAG00000040105	C18orf21
ENSMUSG00000031918	Mtmr2	ENSMFAG00000040303	MTMR2
ENSMUSG00000034168	Irf2bpl	ENSMFAG00000000638	IRF2BPL
ENSMUSG00000021102	Glrx5	ENSMFAG00000000403	GLRX5
ENSMUSG00000031059	Ndufb11	ENSMFAG00000000409	
ENSMUSG00000024981	Acsl5	ENSMFAG00000001207	ACSL5
ENSMUSG00000074272	Ceacam1	ENSMFAG00000000741	
ENSMUSG00000074272	Ceacam1	ENSMFAG00000001284	
ENSMUSG00000020609	Apob	ENSMFAG00000037483	APOB
ENSMUSG00000006241	Ccdc159	ENSMFAG00000034087	CCDC159
ENSMUSG00000066150	Slc31a1	ENSMFAG00000001952	
ENSMUSG00000031103	Elf4	ENSMFAG00000000961	ELF4
ENSMUSG00000003948	Mmd	ENSMFAG00000000970	MMD
ENSMUSG00000074646	6430550D23Rik	ENSMFAG00000040638	C20orf173
ENSMUSG00000041346	Wrap53	ENSMFAG00000033679	WRAP53
ENSMUSG00000037243	Zfp692	ENSMFAG00000039056	ZNF692
ENSMUSG00000025404	R3hdm2	ENSMFAG00000036385	R3HDM2
ENSMUSG00000027242	Wdr76	ENSMFAG00000045762	WDR76
ENSMUSG00000075470	Alg10b	ENSMFAG00000037529	
ENSMUSG00000025077	Dclre1a	ENSMFAG00000040983	DCLRE1A
ENSMUSG00000036977	Anapc10	ENSMFAG00000040295	
ENSMUSG00000002885	Adgre5	ENSMFAG00000000614	ADGRE5
ENSMUSG00000026842	Abl1	ENSMFAG00000000271	ABL1
ENSMUSG00000027165	B230118H07Rik	ENSMFAG00000001278	C11orf74
ENSMUSG00000021417	Eci2	ENSMFAG00000039175	
ENSMUSG00000052253	Zfp622	ENSMFAG00000034147	ZNF622
ENSMUSG00000029575	Mmab	ENSMFAG00000036377	MMAB
ENSMUSG00000064341	mt-Nd1	ENSMFAG00000033580	
ENSMUSG00000064341	mt-Nd1	ENSMFAG00000046415	
ENSMUSG00000028292	Rars2	ENSMFAG00000039420	RARS2
ENSMUSG00000029676	Pot1a	ENSMFAG00000001359	
ENSMUSG00000028882	Ppp1r8	ENSMFAG00000001557	PPP1R8
ENSMUSG00000010277	2610507B11Rik	ENSMFAG00000001375	KIAA0100
ENSMUSG00000073422	H2-Ke6	ENSMFAG00000037332	
ENSMUSG00000026917	Wdr5	ENSMFAG00000039367	WDR5
ENSMUSG00000028706	Nsun4	ENSMFAG00000036603	NSUN4
ENSMUSG00000023965	Fbxl17	ENSMFAG00000042858	FBXL17
ENSMUSG00000029110	Rnf4	ENSMFAG00000039314	RNF4
ENSMUSG00000046718	Bst2	ENSMFAG00000002669	BST2
ENSMUSG00000029165	Agbl5	ENSMFAG00000000522	AGBL5
ENSMUSG00000039515	Ptpa	ENSMFAG00000036348	PTPA
ENSMUSG00000023018	Smarcd1	ENSMFAG00000000413	SMARCD1
ENSMUSG00000032290	Ptpn9	ENSMFAG00000040965	PTPN9
ENSMUSG00000018541	Cwc25	ENSMFAG00000002357	CWC25
